OTUId	R44_1193R_F67_799F	R45_1193R_F61_799F	R44_1193R_F71_799F	R44_1193R_F69_799F	R44_1193R_F63_799F	R44_1193R_F65_799F	R45_1193R_F63_799F	R45_1193R_F65_799F	R45_1193R_F67_799F	R43_1193R_F65_799F	R43_1193R_F63_799F	R43_1193R_F67_799F	R43_1193R_F69_799F	R43_1193R_F61_799F	R43_1193R_F71_799F	R44_1193R_F61_799F	R46_1193R_F63_799F	R46_1193R_F61_799F	R46_1193R_F65_799F	R45_1193R_F71_799F	R46_1193R_F67_799F	R45_1193R_F69_799F	R4_1193R_F20_799F	R4_1193R_F19_799F	R4_1193R_F21_799F	R4_1193R_F18_799F	R3_1193R_F35_799F	R3_1193R_F34_799F	R3_1193R_F33_799F	R3_1193R_F36_799F	R3_1193R_F37_799F	R3_1193R_F31_799F	R3_1193R_F32_799F	R3_1193R_F30_799F	R4_1193R_F17_799F	R3_1193R_F38_799F	R4_1193R_F27_799F	R4_1193R_F28_799F	R4_1193R_F29_799F	R4_1193R_F25_799F	R4_1193R_F26_799F	R4_1193R_F30_799F	R4_1193R_F31_799F	R4_1193R_F22_799F	R4_1193R_F23_799F	R4_1193R_F24_799F	R3_1193R_F21_799F	R3_1193R_F22_799F	R3_1193R_F19_799F	R3_1193R_F18_799F	R3_1193R_F17_799F	R3_1193R_F20_799F	R3_1193R_F27_799F	R3_1193R_F26_799F	R3_1193R_F28_799F	R3_1193R_F25_799F	R3_1193R_F29_799F	R3_1193R_F23_799F	R3_1193R_F24_799F	R41_1193R_F71_799F	R41_1193R_F69_799F	R42_1193R_F61_799F	R41_1193R_F67_799F	R41_1193R_F65_799F	R42_1193R_F71_799F	R42_1193R_F69_799F	R42_1193R_F67_799F	R42_1193R_F63_799F	R42_1193R_F65_799F	R40_1193R_F65_799F	R40_1193R_F63_799F	R40_1193R_F67_799F	R4_1193R_F34_799F	R4_1193R_F33_799F	R4_1193R_F35_799F	R4_1193R_F32_799F	R4_1193R_F36_799F	R40_1193R_F61_799F	R4_1193R_F37_799F	R4_1193R_F38_799F	R41_1193R_F61_799F	R41_1193R_F63_799F	R40_1193R_F71_799F	R40_1193R_F69_799F
OTU776	26	2	2	0	7	3	44	0	17	3	18	9	15	16	8	2	28	3	19	25	44	4	1	2	23	4	0	0	1	1	2	2	3	0	0	11	2	1	5	7	1	1	1	9	6	0	5	11	8	3	4	1	1	0	3	3	2	4	0	44	4	15	4	6	4	0	16	27	15	12	15	21	1	1	2	0	2	0	1	4	6	29	12	1
OTU1996	173	317	30	9	85	186	238	64	194	40	115	64	273	471	104	93	144	54	349	560	607	414	46	54	93	9	19	2	19	6	36	10	5	47	13	18	16	22	62	47	31	61	26	42	46	20	215	277	57	28	25	52	10	13	79	21	66	99	42	132	79	32	78	28	17	10	135	27	104	168	65	180	6	2	12	27	79	55	32	12	91	134	92	23
OTU1062	7	13	4	1	36	98	11	6	80	22	3	12	14	13	17	5	2	4	9	91	13	5	4	2	67	1	0	3	1	1	0	0	5	1	2	5	0	18	40	0	1	0	2	4	19	2	6	27	6	7	20	4	1	3	3	2	6	2	2	11	1	2	3	4	6	1	2	1	0	9	3	4	2	1	2	1	1	2	0	1	0	23	8	0
OTU110	279	6	67	1	2	3	261	18	34	2	182	28	156	227	43	5	70	8	67	187	1138	162	13	6	13	8	3	3	3	8	18	0	6	8	1	53	4	17	7	61	3	2	2	9	0	1	7	5	12	10	5	11	1	3	3	11	18	14	2	374	934	33	158	70	147	5	436	29	208	335	56	482	7	4	12	4	2	79	17	3	74	182	290	90
OTU2220	48	20	9	0	1	8	69	3	7	1	106	1	13	195	13	1	21	1	71	123	241	42	106	327	33	11	65	5	109	11	45	32	19	91	61	36	106	13	10	47	218	112	10	25	19	117	159	197	33	432	6	311	196	21	32	173	218	278	245	71	61	9	41	13	10	2	77	7	104	231	6	66	6	5	55	144	20	28	168	72	40	75	18	3
OTU413	17	0	21	1	0	0	40	0	0	0	18	3	33	7	2	0	30	1	1	37	167	1	1	2	0	4	0	0	0	2	1	0	2	0	0	3	0	0	2	8	0	1	3	0	0	0	0	0	2	2	1	0	0	0	0	5	0	0	0	60	89	15	14	58	15	1	41	23	31	19	0	25	1	0	0	0	0	0	3	4	18	61	48	18
OTU236	180	131	3	2	16	69	251	6	36	10	255	11	68	249	48	2	4	4	187	299	313	359	49	59	18	4	42	2	11	1	70	6	2	45	13	6	31	10	8	23	133	58	5	29	0	35	146	176	10	78	9	76	46	8	161	135	55	157	51	81	98	4	22	6	3	1	144	1	121	243	10	240	1	2	66	43	91	7	27	27	75	84	6	6
OTU797	36	42	2	0	1	28	25	3	12	2	53	1	22	113	22	4	1	1	76	99	45	231	22	23	3	0	10	2	1	0	5	3	1	8	1	2	5	4	1	3	21	6	3	8	2	11	92	137	1	3	1	48	2	4	93	36	17	32	15	34	26	3	25	0	2	2	26	1	72	51	1	18	0	0	8	16	19	2	6	4	12	17	0	0
OTU1487	9	4	0	0	0	1	3	6	0	0	1	4	8	4	5	0	2	1	15	8	5	8	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	9	0	1	0	7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3	1	0
OTU2278	4	3	0	0	1	9	2	2	3	3	5	8	5	20	5	6	0	1	1	21	9	10	2	5	7	1	4	0	0	0	2	1	0	0	1	0	0	0	1	0	5	1	0	1	4	1	18	13	0	2	2	5	0	0	16	0	3	1	3	7	7	1	2	3	1	1	3	0	9	5	0	3	0	1	4	3	6	1	1	1	8	5	0	0
OTU2595	3	2	0	0	0	3	4	0	1	1	0	0	0	3	10	0	1	2	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3912	1	6	0	0	0	19	0	2	0	0	0	0	26	0	29	0	0	3	18	26	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1100	31	6	14	5	1	2	14	5	18	3	19	22	21	5	27	2	4	2	6	31	12	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	53	9	39	6	25	7	32	6	6	3	7	18	0	0	0	0	0	4	0	0	8	18	21	9
OTU871	7	7	3	1	0	15	14	1	0	6	4	1	14	23	0	21	1	1	30	5	9	2	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	4	1	3	8	3	0	0	1	2	0	0	0	0	0	1	13	6	4	5	1	0	0	0	5	1	4	15	2	6	0	0	0	1	0	11	0	0	1	2	5	0
OTU1273	5	11	1	0	0	22	2	0	1	1	7	1	14	28	8	0	0	0	9	40	1	32	3	1	0	0	2	0	0	0	0	1	0	0	2	0	0	2	0	0	2	1	0	0	0	0	1	13	0	0	0	4	1	0	13	5	1	6	3	11	2	1	5	0	0	0	10	0	7	5	0	8	0	0	1	1	0	0	0	0	5	8	0	1
OTU1106	13	18	0	0	0	8	13	2	0	2	14	1	31	7	48	1	2	0	40	49	20	57	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	5	5	0	0	0	2	0	0	21	1	0	2	3	10	3	0	0	0	0	1	12	0	14	10	0	7	0	0	1	0	5	0	1	0	4	3	1	0
OTU136	26	184	4	2	80	111	48	44	63	15	60	6	106	114	103	37	17	17	358	232	97	436	17	12	64	6	12	5	6	3	8	2	3	7	8	10	4	8	11	8	19	34	5	14	6	8	202	337	14	10	28	36	7	3	192	11	12	29	15	37	33	7	12	3	9	2	21	5	75	102	13	42	0	0	7	4	39	19	4	2	15	13	3	2
OTU174	73	22	21	2	7	13	150	5	5	13	216	14	293	166	34	2	25	1	86	258	887	408	5	9	16	7	4	2	6	9	20	0	3	0	0	12	1	17	2	15	1	3	3	5	2	3	1	3	3	18	5	12	6	3	3	8	27	5	7	513	842	39	223	15	49	9	433	28	378	180	33	339	8	2	6	5	6	33	17	4	136	95	26	52
OTU1409	1	11	0	0	7	9	2	4	16	7	3	0	8	2	3	0	1	2	8	8	4	11	0	2	4	0	1	0	0	0	1	0	0	0	1	2	0	0	2	0	0	0	2	0	1	0	9	8	0	1	13	0	0	0	2	0	0	0	1	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU183	49	34	19	0	45	59	62	9	195	23	60	30	84	55	45	24	60	4	75	204	181	100	11	8	242	23	6	8	3	10	5	6	7	5	7	83	1	38	36	81	5	4	14	56	20	2	42	32	60	28	114	25	5	7	26	25	11	9	13	60	13	30	19	17	68	0	37	50	32	33	21	24	8	6	5	3	8	44	4	6	23	43	18	3
OTU1466	135	61	18	2	29	64	28	29	113	14	6	71	65	71	84	52	15	46	70	284	61	113	4	8	18	2	1	1	1	7	1	3	2	5	2	3	4	5	29	13	4	14	8	15	23	1	61	46	17	8	16	11	4	6	29	2	3	7	1	32	20	8	5	17	2	2	14	17	14	12	11	14	4	1	1	2	18	29	0	1	8	54	51	7
OTU627	18	43	1	0	1	15	7	1	6	0	22	2	16	35	34	5	0	4	124	48	14	100	1	2	4	0	0	1	0	1	1	1	0	2	0	1	0	0	0	2	6	8	0	2	0	2	22	59	0	6	2	8	2	0	16	12	2	5	2	7	6	0	6	0	2	0	6	0	5	28	0	14	0	0	2	0	7	3	0	3	5	7	3	1
OTU372	62	4	0	0	3	37	9	0	1	46	6	22	213	95	33	15	7	0	0	23	72	0	13	7	0	0	3	0	6	0	0	0	2	16	7	0	5	1	0	4	26	0	0	1	9	0	0	9	27	1	0	7	0	1	0	1	3	10	30	34	2	1	11	1	0	0	60	10	10	9	2	3	1	0	0	10	0	3	0	0	43	25	26	8
OTU490	52	12	18	2	8	24	8	4	18	15	45	51	28	42	17	32	17	3	6	27	37	11	13	12	10	4	2	2	2	2	0	3	11	4	10	6	4	9	8	21	5	1	25	32	31	5	10	13	26	2	4	14	0	8	14	4	1	19	18	68	34	28	26	86	23	1	20	45	21	49	20	14	4	1	1	7	1	40	5	2	35	44	76	7
OTU986	26	27	1	0	5	22	7	1	16	3	18	8	31	95	19	8	0	2	29	49	12	53	9	9	9	2	1	2	3	1	2	1	2	3	0	6	1	1	3	2	11	7	0	8	3	4	50	80	4	15	3	27	4	5	11	19	15	16	15	19	15	0	23	4	2	0	10	1	32	30	0	1	0	0	10	7	2	1	6	2	14	18	2	0
OTU252	98	78	45	1	73	36	326	19	240	32	158	17	89	141	67	14	79	9	149	476	633	81	2	6	157	17	4	1	2	7	8	9	6	3	2	101	1	41	25	78	3	4	9	44	24	2	32	43	41	41	67	25	6	5	32	57	24	18	7	158	67	22	64	15	86	1	133	63	91	244	18	157	5	3	4	3	4	46	2	7	59	188	61	18
OTU3107	11	8	7	1	3	5	7	11	6	7	10	1	3	18	9	2	5	1	3	75	33	8	2	2	5	2	1	0	0	0	0	1	1	4	0	0	2	0	7	0	2	35	0	3	1	1	53	43	0	4	2	4	7	1	2	4	3	3	4	1	2	0	3	2	1	0	18	9	3	34	1	2	0	0	0	1	4	2	1	1	1	4	2	1
OTU855	12	16	0	0	12	17	6	8	55	8	1	17	14	17	18	14	6	4	20	64	39	19	1	0	7	1	0	1	0	0	0	1	1	2	0	2	0	1	9	8	0	1	2	1	0	0	6	6	0	0	1	2	1	0	0	0	0	1	3	12	5	0	1	7	7	0	3	7	4	5	5	4	0	0	0	0	0	10	0	0	1	10	11	1
OTU778	24	23	2	0	4	7	13	6	29	3	19	10	5	25	9	4	14	2	13	12	44	12	5	2	9	7	1	0	2	0	1	2	0	4	3	4	0	1	0	7	1	3	6	12	3	0	8	32	5	1	3	5	0	1	0	1	1	7	5	29	5	3	5	6	0	1	6	2	8	36	9	5	0	0	3	4	3	12	0	1	9	11	26	0
OTU148	141	51	49	4	132	206	404	58	402	78	301	67	164	94	142	57	366	15	167	491	502	107	16	14	399	34	1	5	4	2	17	8	23	4	20	83	3	50	82	138	13	19	36	63	39	4	96	75	53	44	108	19	10	12	20	31	28	10	13	159	54	41	46	68	117	2	107	111	86	183	195	156	8	12	8	14	7	80	9	13	34	423	159	17
OTU2088	5	0	0	0	0	0	1	0	2	0	5	0	1	12	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	7	0	0	7	0	0	1	0	0	0	1	0	0	1	0	0
OTU257	49	9	38	0	31	14	209	1	85	15	100	33	38	41	23	8	277	6	31	78	253	18	1	5	75	59	4	2	0	2	12	2	19	0	3	81	4	41	7	131	7	3	19	47	11	5	13	9	15	18	18	10	4	8	8	18	10	7	6	127	20	57	31	31	104	0	75	114	37	38	160	70	13	10	6	13	1	40	11	4	31	179	81	17
OTU157	72	129	2	2	12	120	54	8	11	4	98	7	120	612	70	3	17	4	252	182	97	443	31	37	4	5	19	0	13	1	22	6	4	7	9	7	10	6	3	14	42	12	3	10	4	7	102	103	8	33	1	48	23	3	141	113	28	48	33	99	61	12	56	13	1	4	68	8	118	69	7	26	0	0	32	20	31	3	19	19	59	59	3	2
OTU218	179	48	2	0	5	36	22	9	46	9	47	61	69	343	58	14	8	5	114	92	105	127	72	103	12	1	22	2	34	4	10	9	4	56	29	5	37	4	8	5	83	26	1	18	22	65	146	271	25	14	6	163	8	4	28	48	50	282	105	89	60	14	61	16	9	3	70	3	165	181	7	28	1	1	11	96	32	4	8	4	50	61	14	1
OTU2579	4	1	0	0	10	2	3	1	13	1	6	7	1	4	4	1	2	0	2	16	3	5	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	4	1	13	4	5	4	16	5	0	6	3	4	8	2	1	0	0	0	0	0	5	0	0	8	9	6	0
OTU974	17	7	3	0	6	2	22	6	28	1	5	3	6	7	1	5	13	10	4	19	23	0	1	2	3	6	1	1	2	2	0	0	2	3	1	13	0	0	0	9	0	0	8	13	22	0	3	2	10	1	1	2	0	3	0	2	3	3	0	12	2	2	3	3	5	0	7	1	3	6	5	2	1	0	0	2	0	9	0	1	3	7	17	6
OTU181	54	30	24	1	32	45	32	27	63	43	90	45	42	43	33	47	35	10	20	106	64	38	61	78	29	11	28	5	63	23	5	57	10	257	75	32	181	15	36	149	30	98	30	81	103	49	95	106	32	13	13	178	79	41	9	27	116	221	125	31	26	140	31	52	27	3	35	33	217	107	22	16	5	7	10	96	1	37	27	31	16	34	34	5
OTU154	192	82	6	4	16	126	77	6	20	5	189	11	119	264	105	20	8	4	103	200	234	117	80	172	32	7	38	4	60	4	13	30	7	62	63	14	55	6	17	20	118	90	8	35	45	161	193	580	47	17	10	162	64	12	80	109	320	489	267	231	144	23	82	13	8	0	135	14	216	105	6	47	2	2	39	137	51	5	26	35	98	107	20	2
OTU256	92	47	11	6	29	58	69	25	148	18	56	61	63	58	50	32	69	24	78	121	150	47	10	14	77	13	2	3	3	5	2	4	2	5	4	19	3	19	8	46	3	5	15	29	13	3	30	46	21	9	21	11	4	5	7	22	17	8	4	109	29	13	32	49	36	2	44	23	37	81	43	46	6	2	3	5	9	38	7	6	43	48	39	12
OTU687	42	39	0	1	11	18	12	4	18	3	55	3	33	50	25	18	1	2	49	40	28	62	12	17	10	3	3	1	2	0	2	2	5	7	4	3	2	1	5	5	13	27	5	10	11	6	55	78	6	2	2	38	1	2	16	21	29	31	20	27	14	2	12	2	2	0	11	0	28	37	3	12	0	1	5	12	8	14	5	5	7	11	9	4
OTU2071	6	0	0	0	0	0	2	0	5	0	12	0	0	8	0	0	3	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	6	5	3	3	1	4	0	5	2	1	0	1	6	0	1	0	0	0	2	0	1	1	2	0	0
OTU156	263	94	40	5	46	81	233	111	280	39	91	141	134	157	86	127	83	96	278	465	501	101	8	8	5	2	0	0	1	2	0	2	1	8	1	23	2	10	5	24	8	2	16	17	23	2	1	9	21	3	2	13	2	2	1	7	2	21	8	152	70	46	62	104	36	1	120	41	74	179	48	94	1	3	2	5	0	139	0	0	50	69	140	20
OTU311	58	133	7	0	22	49	47	48	69	10	93	24	80	152	59	7	8	42	404	304	214	234	7	12	22	2	7	2	4	1	6	2	0	9	3	7	1	6	7	6	7	22	2	7	2	6	54	155	4	6	2	14	6	2	36	14	8	17	24	388	30	10	47	34	26	0	55	21	43	229	45	93	0	1	5	5	9	31	4	1	41	56	38	15
OTU386	67	36	0	2	4	19	80	7	6	6	150	5	41	61	53	0	0	3	38	141	58	124	14	11	3	0	4	0	0	0	2	2	0	3	4	0	1	2	2	1	13	2	0	0	2	2	10	38	2	0	1	19	0	0	12	21	8	27	15	36	42	3	20	3	5	6	62	2	93	47	7	43	1	0	9	9	4	3	1	2	40	38	5	0
OTU276	37	26	8	3	8	50	43	22	111	29	32	4	329	36	113	15	46	1	86	262	146	335	0	1	6	1	0	3	1	1	2	1	1	2	1	9	0	3	2	2	1	1	2	2	1	0	2	13	5	1	2	1	0	0	6	1	2	3	5	80	55	0	15	7	59	0	42	6	19	28	11	52	2	2	0	0	3	10	1	2	6	25	36	21
OTU324	260	233	71	1	394	354	761	125	347	30	141	117	116	105	423	189	410	29	331	923	678	142	2	7	51	7	2	3	1	1	2	1	5	2	2	7	2	1	12	2	13	6	35	20	6	1	33	35	26	10	10	1	2	6	7	11	14	11	4	241	3	46	33	18	47	5	111	61	62	121	74	74	1	1	2	2	2	54	3	1	24	255	123	31
OTU1546	16	1	2	0	6	6	6	1	12	1	12	10	8	29	15	5	3	2	7	10	41	4	8	22	3	3	5	0	7	1	3	4	1	10	6	2	7	3	1	7	6	3	3	4	8	11	29	37	4	5	1	21	2	2	5	2	14	54	24	36	6	31	12	10	28	0	37	18	64	7	2	5	2	0	2	15	3	2	1	1	16	10	2	0
OTU1707	87	145	50	11	44	143	130	119	152	110	85	59	157	221	125	190	77	353	162	175	253	162	186	195	220	153	244	235	312	222	12	101	102	354	112	134	409	224	383	475	354	242	173	289	639	148	385	544	232	161	109	304	357	633	344	442	233	405	171	113	126	21	61	429	23	10	42	13	41	103	38	94	89	208	203	86	157	184	12	22	189	128	276	147
OTU128	126	146	5	0	14	77	104	14	35	10	91	10	53	84	108	15	7	2	207	261	166	115	48	134	18	2	68	3	34	7	14	14	2	98	24	10	52	17	7	13	190	124	6	25	13	144	298	483	20	12	4	142	10	9	206	67	41	510	80	108	27	5	28	6	5	1	36	3	83	121	11	77	2	0	19	70	84	1	19	17	27	49	8	3
OTU1511	21	7	7	2	19	2	9	2	192	12	12	3	8	9	9	9	52	5	8	56	7	2	0	1	55	3	1	10	1	10	0	1	4	0	0	5	0	3	18	6	3	1	0	15	10	0	3	6	13	2	12	2	1	0	2	0	3	0	0	12	2	9	4	2	13	0	3	17	4	7	5	3	4	1	0	5	5	18	0	0	2	9	6	1
OTU668	39	12	0	0	0	2	15	1	5	1	32	8	1	52	2	1	6	0	7	40	40	0	5	7	0	0	1	1	5	0	0	0	1	9	3	2	0	1	0	0	3	0	1	1	0	4	1	6	1	3	0	8	0	1	0	8	3	7	6	24	5	2	9	8	0	0	13	0	29	14	1	20	1	0	1	6	0	0	0	0	10	18	4	0
OTU1232	10	3	1	0	0	17	0	0	0	1	5	3	9	76	0	4	1	0	4	1	8	12	4	11	0	0	3	1	2	1	4	0	0	2	1	1	3	1	1	0	6	0	0	3	2	7	15	24	1	3	0	11	5	0	2	3	6	18	6	12	7	6	9	3	5	3	11	2	62	9	0	2	1	0	5	8	3	0	3	1	10	2	1	0
OTU713	17	5	5	0	0	3	57	1	15	0	30	4	0	12	18	0	4	0	2	48	31	5	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	6	12	2	11	3	13	0	16	5	2	35	1	4	0	0	0	1	0	3	0	0	5	9	10	0
OTU245	121	48	4	0	13	85	30	0	39	3	69	23	48	98	109	26	0	6	69	133	85	56	25	39	25	7	6	1	13	3	5	7	0	34	14	2	12	6	16	0	46	76	8	16	43	24	123	263	38	3	0	50	1	7	36	14	18	187	69	94	54	3	44	8	6	1	32	4	109	49	1	35	1	0	1	35	6	6	1	10	46	65	3	1
OTU187	82	123	8	3	22	50	76	32	76	7	86	34	48	305	56	20	14	18	323	194	186	203	98	210	58	5	57	6	61	3	45	41	14	88	60	26	55	19	14	43	113	69	12	51	13	77	357	472	42	102	18	185	40	18	124	105	123	216	187	97	86	19	53	16	15	5	47	23	101	196	9	56	6	3	70	89	40	15	52	41	46	98	22	13
OTU101	85	17	15	4	17	78	50	4	4	32	54	3	738	234	73	22	2	2	96	435	221	702	4	9	8	1	3	0	4	0	6	0	1	7	0	32	1	3	1	5	6	0	3	5	0	1	11	23	7	11	5	6	3	0	8	30	13	3	4	200	1105	1	77	28	140	6	384	7	150	62	1	85	0	0	7	0	5	1	16	27	18	77	0	11
OTU399	109	10	13	2	1	32	81	17	35	8	33	57	21	96	7	58	34	10	25	69	98	15	1	3	0	2	0	2	1	0	0	0	1	0	0	2	0	0	1	1	1	0	2	3	2	0	2	2	4	0	0	3	0	0	0	0	0	1	1	49	15	18	15	29	4	1	32	9	50	43	13	14	1	0	0	0	0	29	0	0	22	56	55	4
OTU216	67	80	10	0	5	37	58	11	43	11	54	3	12	57	35	31	10	6	104	79	49	20	24	39	10	6	9	6	19	3	0	8	5	46	7	21	10	17	37	4	25	16	54	49	83	14	34	39	47	0	3	63	1	7	1	2	2	258	28	39	6	10	16	6	2	2	39	2	32	61	28	45	5	2	0	42	0	9	0	1	10	16	9	5
OTU801	14	13	11	1	3	9	8	6	24	7	9	1	7	15	7	2	17	8	7	52	40	7	0	0	22	1	1	1	1	2	0	1	0	0	1	6	1	3	8	4	0	0	0	8	0	0	1	3	4	0	6	1	0	0	0	0	0	0	0	6	0	18	3	17	16	2	4	6	4	9	2	7	0	0	0	0	2	7	0	0	6	8	9	2
OTU3670	8	19	0	0	2	19	9	1	3	1	11	2	11	4	5	0	1	0	6	94	24	24	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	3	5	0	0	4	0	0	4	0	1	7	0	8	0	0	0	0	0	0	0	0	1	14	1	1
OTU2563	8	41	0	2	2	20	2	5	3	2	1	0	15	11	18	4	2	3	68	26	4	123	2	3	2	0	1	0	2	1	2	0	0	9	2	2	2	2	0	3	9	40	0	1	0	5	113	173	2	5	1	22	2	3	73	14	4	6	6	1	0	0	0	0	0	1	2	0	2	6	0	1	0	0	0	4	21	0	2	0	0	1	0	0
OTU526	20	27	4	0	4	48	18	2	1	8	19	3	6	34	16	25	2	11	60	21	38	28	3	3	9	0	3	1	1	0	0	2	0	7	4	1	0	3	4	2	8	26	2	5	3	1	31	48	5	1	4	3	0	2	0	4	2	6	10	7	5	4	2	2	0	0	3	0	6	38	8	10	1	0	0	1	9	17	2	0	11	5	2	6
OTU2567	13	45	40	0	13	8	45	18	78	3	12	17	15	15	17	12	44	28	36	78	120	21	2	6	38	16	2	3	2	41	2	2	6	4	2	29	1	34	34	75	5	5	38	32	67	5	10	28	62	3	8	5	5	41	2	13	3	19	10	29	5	21	18	8	27	1	13	15	23	60	19	17	10	2	0	4	0	62	0	1	12	19	41	6
OTU202	115	48	95	4	142	52	145	58	413	86	154	144	123	78	75	91	383	21	103	289	278	61	19	23	766	105	7	15	3	20	13	9	33	3	20	306	7	128	92	332	14	7	78	244	60	11	79	115	98	44	178	18	15	25	28	39	23	23	23	176	45	151	92	135	264	1	91	160	73	63	147	82	29	31	9	6	13	148	9	20	43	119	136	32
OTU2809	11	3	24	0	11	7	14	24	37	4	15	27	22	8	4	6	120	1	3	14	24	3	3	8	35	45	1	11	1	10	1	4	24	0	1	66	3	25	9	48	6	3	39	27	311	2	11	4	27	5	5	5	0	29	2	3	6	14	4	22	5	42	8	41	61	1	10	64	6	15	43	7	12	20	1	5	3	19	0	6	4	32	40	4
OTU3247	3	39	4	1	12	29	1	20	53	40	1	5	14	3	21	82	5	26	26	19	6	2	2	8	61	3	0	0	0	1	1	1	1	1	8	3	2	1	28	11	0	5	6	15	23	4	12	14	6	5	6	4	1	1	1	4	5	3	1	0	0	5	0	1	0	0	1	2	0	3	0	0	1	1	1	2	2	1	0	1	1	4	6	0
OTU1654	4	0	3	0	0	4	9	6	1	0	1	5	6	3	1	8	0	3	3	13	14	2	3	5	1	0	0	0	1	1	0	0	0	5	1	0	1	0	1	1	4	3	2	6	4	1	2	7	4	1	2	3	0	3	1	1	1	2	3	12	4	0	6	2	0	0	1	4	0	8	2	1	1	2	0	1	5	1	0	0	3	8	10	0
OTU160	50	248	1	3	6	76	27	12	15	6	46	10	35	84	49	4	9	14	456	200	109	429	13	56	8	1	28	1	16	6	31	4	4	32	5	4	18	5	3	11	43	182	3	9	2	38	312	468	11	126	5	44	158	4	177	72	109	77	25	35	12	5	34	1	0	0	27	1	46	170	3	46	2	0	34	23	209	17	30	7	9	14	3	6
OTU70	108	75	5	2	9	29	125	27	33	15	223	20	60	420	24	15	20	21	281	188	375	187	104	274	27	14	147	8	50	12	109	34	7	92	62	21	59	20	23	37	90	99	2	34	29	103	318	271	37	133	16	272	106	20	93	146	219	324	171	194	107	13	53	20	16	8	128	14	151	548	8	122	6	6	158	93	34	29	110	10	67	121	11	8
OTU2215	3	0	4	0	1	1	7	3	5	1	5	14	2	3	2	1	15	0	0	19	8	0	0	1	20	3	0	0	0	0	0	1	0	0	0	10	0	5	0	7	0	0	2	4	4	0	1	0	7	0	6	0	1	1	1	1	1	0	0	9	3	0	1	3	16	0	6	5	5	6	0	3	0	4	0	0	0	0	0	0	2	3	0	1
OTU220	52	220	30	19	37	36	168	86	384	19	96	26	199	20	120	21	3	5	51	837	76	1054	0	0	4	1	0	0	1	1	3	0	0	0	1	9	0	1	5	3	0	2	1	1	1	0	0	1	3	3	3	3	0	0	3	5	1	0	0	329	170	12	63	28	34	4	105	23	67	10	4	29	2	1	0	2	4	10	1	2	36	46	17	40
OTU317	77	43	1	0	0	33	30	1	14	2	69	4	70	110	34	5	7	1	85	101	75	35	17	27	7	0	6	0	8	0	4	3	0	13	5	1	9	0	3	2	14	11	1	2	5	14	40	61	0	10	0	39	1	0	92	19	31	90	31	68	28	5	22	7	0	0	60	0	78	53	2	39	1	0	9	20	23	4	18	3	35	19	2	4
OTU171	26	4	276	0	25	6	278	91	651	28	26	76	54	8	3	23	1881	10	13	84	157	7	17	19	67	69	5	19	6	45	0	20	58	4	9	342	3	39	22	220	12	4	474	79	128	9	19	9	101	5	3	14	2	46	3	16	8	38	11	33	4	157	22	51	94	1	31	214	18	0	7	6	50	26	1	19	1	5	0	12	3	62	8	0
OTU470	135	66	13	4	23	196	123	17	139	11	70	18	123	30	23	16	30	14	38	508	303	67	1	0	118	4	0	1	1	2	0	1	2	0	3	19	0	8	22	53	0	1	12	17	10	0	6	15	18	0	13	6	1	1	4	3	1	2	2	41	13	52	9	20	40	5	60	30	14	280	13	86	2	1	0	1	0	230	0	1	84	102	23	11
